"question","answer","context","category"
"Which production companies are associated with the film's release as noted in the header?","Paramount Animation, Nickelodeon Movies, and MRC","The header lists the film as 'Paramount Animation/Nickelodeon Movies/MRC'.","moderate"
"What is the central plot of 'The SpongeBob Movie: Sponge on the Run'?","SpongeBob embarks on a quest to rescue his pet snail, Gary, after he is kidnapped.","The text explains that the film follows SpongeBob on his quest to rescue his pet snail, Gary.","easy"
"Who composed the musical score for the film?","Hans Zimmer","The summary mentions that Hans Zimmer composed the film's musical score.","moderate"
"To whom is the film dedicated?","It is dedicated to creator Stephen Hillenburg.","The film is dedicated to creator Stephen Hillenburg, who died in 2018.","easy"
"What distinguishes the film’s animation style from its predecessors?","It is the first film in the franchise fully animated in stylized computer-generated imagery (CGI), unlike the previous 2D or mixed animation styles.","The article notes that it is the first film in the franchise to be fully animated in stylized CGI.","hard"
"When was the film theatrically released in Canada?","August 14, 2020","The text states that the film was released theatrically in Canada on August 14, 2020.","easy"
"On which platform and on what date was the film released in the United States?","It was released on Paramount+ on March 4, 2021.","The film was released as a premium video-on-demand and Paramount+ launch title in the United States on March 4, 2021.","moderate"
"Name three celebrity guest actors who appear as new characters in the film.","Awkwafina, Keanu Reeves, and Danny Trejo","The film features new characters performed by Awkwafina, Snoop Dogg, Tiffany Haddish, Keanu Reeves, Danny Trejo, and Reggie Watts.","moderate"
"How was the film received by critics?","It received generally positive reviews, with praise for its animation and loyalty to the series, though some critics felt the story was superficial.","The article notes that the film received generally positive reviews from critics, with praise for the animation and loyalty to the series.","moderate"
"Who wrote and directed 'We Can Be Heroes'?","Robert Rodriguez","The linked page states that 'We Can Be Heroes' is written and directed by Robert Rodriguez.","easy"
"'We Can Be Heroes' is a sequel to which earlier film?","The Adventures of Sharkboy and Lavagirl in 3-D","The article explains that the film is both a standalone and legacy sequel to the 2005 film 'The Adventures of Sharkboy and Lavagirl in 3-D'.","moderate"
"When was 'We Can Be Heroes' released on Netflix?","December 25, 2020","The summary notes that the film was released on December 25, 2020.","easy"
"Which streaming platform distributed 'We Can Be Heroes'?","Netflix","The text clearly states the film was released by Netflix.","easy"
"Who plays the lead role of Missy Moreno in the film?","YaYa Gosselin","The linked page mentions that YaYa Gosselin stars as Missy Moreno, the main character.","moderate"
"Name three notable actors featured in 'We Can Be Heroes'.","Priyanka Chopra Jonas, Pedro Pascal, and Christian Slater","The film's cast is listed as including Priyanka Chopra Jonas, Pedro Pascal, and Christian Slater among others.","moderate"
"Which visual effects companies provided the animation for the film?","Industrial Light & Magic (ILM) and Weta Digital","The article states that visual effects and animation were provided by ILM and Weta Digital.","moderate"
"Who is revealed to be the Heroics' trainer in the film?","Anita Moreno, Missy's grandmother","The plot summary mentions that the kids land at the home of Missy's grandmother, Anita Moreno, who is the Heroics' trainer.","easy"
"What is the twist regarding the alien 'takeover' in the film?","The aliens' takeover was faked as a training exercise for the new Heroics.","The summary explains that Ojo reveals she and Ms. Graneda faked the takeover to train the kids.","hard"
"How many households watched the film during its first four weeks after release?","53 million households","The text reveals that the film was seen in 53 million households during the first four weeks.","moderate"
"Who wrote and directed 'Yellow Rose'?","Diane Paragas","The linked page for 'Yellow Rose' states that the film is co-written and directed by Diane Paragas.","easy"
"Which film production and distribution label released 'Yellow Rose'?","Stage 6 Films","The film details list Stage 6 Films as the production/distribution company.","easy"
"What genre best describes 'Yellow Rose'?","Musical drama","The linked page describes 'Yellow Rose' as a musical drama film.","easy"
"Which two countries are involved in the international co-production of 'Yellow Rose'?","The Philippines and the United States","The article mentions that 'Yellow Rose' is an international co-production between the Philippines and the United States.","moderate"
"What is the central conflict in the plot of 'Yellow Rose'?","Rose's dream of pursuing country music is derailed when her mother is taken by Immigration and Customs Enforcement, forcing her to flee to Austin, Texas.","The plot summary explains that the protagonist's plan is put on hold when her mother is detained by ICE.","moderate"
"At which film festival did 'Yellow Rose' premiere?","Los Angeles Asian Pacific Film Festival","The linked page notes that the film premiered at the Los Angeles Asian Pacific Film Festival on May 2, 2019.","easy"
"On what date was 'Yellow Rose' released by Stage 6 Films?","October 9, 2020","The details state that Stage 6 Films released the film on October 9, 2020.","easy"
"Which actress plays the title role of Rose in the film?","Eva Noblezada","The film stars Eva Noblezada in the role of Rose, the undocumented immigrant protagonist.","moderate"
"Name one cast member of 'Yellow Rose' who is a legendary figure in musical theatre known for roles such as Kim in 'Miss Saigon'.","Lea Salonga","The cast list includes Lea Salonga, a celebrated musical theatre actress known for her role in 'Miss Saigon'.","moderate"
"How does the film 'Yellow Rose' reflect contemporary social issues?","It explores the challenges faced by a Filipina undocumented immigrant pursuing her dreams amid harsh immigration policies.","The summary highlights that Rose’s journey is complicated by the U.S. immigration system, reflecting modern social issues.","hard"
"What is the title of the animated film directed by Clare Knight and Harry Cripps and released on Netflix in 2021?","Back to the Outback","Film details: The text file states that 'Back to the Outback' is a 2021 animated adventure comedy film directed by Clare Knight and Harry Cripps, released on Netflix.","easy"
"Which streaming service distributed 'Back to the Outback' and has its own animation division?","Netflix","Linked page details on Netflix and Netflix Animation mentioned in the text file.","moderate"
